dataset,best_config,relation,relation_name,relation_gloss_zh,mapping_direction,direction,query_text,query_entity,fixed_entity,gold_entity,stage1_top1,final_top1,stage1_rank,final_rank,rank_gain,candidate_count,active_rule_count,baseline_mrr_relation,final_mrr_relation
FB15k-237,best_combination,158,/tv/tv_network/programs./tv/tv_network_duration/program,电视网络播出的节目,one-to-many,head,"(?, /tv/tv_network/programs./tv/tv_network_duration/program, /m/03y3bp7)",,/m/03y3bp7,/m/0cjdk,/m/05gnf,/m/0cjdk,2.0,1.0,1.0,100,100,0.18587,0.19856
FB15k-237,best_combination,158,/tv/tv_network/programs./tv/tv_network_duration/program,电视网络播出的节目,one-to-many,head,"(?, /tv/tv_network/programs./tv/tv_network_duration/program, /m/0vhm)",,/m/0vhm,/m/0cjdk,/m/09d5h,/m/0cjdk,2.0,1.0,1.0,100,100,0.18587,0.19856
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,head,"(?, /award/award_winning_work/awards_won./award/award_honor/award, /m/0789r6)",,/m/0789r6,/m/03rz2b,/m/041td_,/m/03rz2b,12.0,1.0,11.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/0f4yh, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/0f4yh,,/m/02g3ft,/m/0gq9h,/m/02g3ft,8.0,1.0,7.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,head,"(?, /award/award_winning_work/awards_won./award/award_honor/award, /m/09sb52)",,/m/09sb52,/m/04b2qn,/m/09gq0x5,/m/04b2qn,8.0,1.0,7.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/0hmm7, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/0hmm7,,/m/027c924,/m/0gq9h,/m/027c924,7.0,1.0,6.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/0hmr4, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/0hmr4,,/m/09cn0c,/m/094qd5,/m/09cn0c,7.0,1.0,6.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,head,"(?, /award/award_winning_work/awards_won./award/award_honor/award, /m/02y_rq5)",,/m/02y_rq5,/m/0_b9f,/m/02q6gfp,/m/0_b9f,7.0,1.0,6.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/0dzz6g, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/0dzz6g,,/m/09cn0c,/m/0gr4k,/m/09cn0c,6.0,1.0,5.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/01n30p, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/01n30p,,/m/02x8n1n,/m/0gr4k,/m/02x8n1n,5.5,1.0,4.5,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/01qxc7, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/01qxc7,,/m/0gqxm,/m/02r0csl,/m/0gqxm,4.0,1.0,3.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/0h3k3f, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/0h3k3f,,/m/02z1nbg,/m/0gs9p,/m/02z1nbg,4.0,1.0,3.0,100,100,0.19642,0.20912
FB15k-237,best_combination,30,/award/award_winning_work/awards_won./award/award_honor/award,获奖作品所获得的奖项,many-to-many,tail,"(/m/02v570, /award/award_winning_work/awards_won./award/award_honor/award, ?)",/m/02v570,,/m/02wkmx,/m/03c7tr1,/m/02wkmx,3.0,1.0,2.0,100,100,0.19642,0.20912
FB15k-237,best_combination,43,/people/person/gender,人物性别,many-to-one,tail,"(/m/01nms7, /people/person/gender, ?)",/m/01nms7,,/m/02zsn,/m/05zppz,/m/02zsn,2.0,1.0,1.0,2,2,0.53436,0.56825
FB15k-237,best_combination,130,/sports/sports_position/players./sports/sports_team_roster/team,某体育位置对应球员所在球队,many-to-many,head,"(?, /sports/sports_position/players./sports/sports_team_roster/team, /m/01d5z)",,/m/01d5z,/m/02lyr4,/m/02wszf,/m/02lyr4,2.0,1.0,1.0,48,48,0.37122,0.39189
FB15k-237,best_combination,157,/olympics/olympic_games/participating_countries,奥运会参赛国家,many-to-many,tail,"(/m/0c_tl, /olympics/olympic_games/participating_countries, ?)",/m/0c_tl,,/m/0d0vqn,/m/05b4w,/m/0d0vqn,3.0,1.0,2.0,100,100,0.42698,0.44992
FB15k-237,best_combination,116,/film/film/music,电影配乐/音乐,many-to-one,tail,"(/m/087wc7n, /film/film/music, ?)",/m/087wc7n,,/m/06fxnf,/m/02jxmr,/m/06fxnf,2.0,1.0,1.0,100,100,0.20497,0.21385
FB15k-237,best_combination,116,/film/film/music,电影配乐/音乐,many-to-one,tail,"(/m/0kvbl6, /film/film/music, ?)",/m/0kvbl6,,/m/02jxmr,/m/02jxkw,/m/02jxmr,2.0,1.0,1.0,100,100,0.20497,0.21385
FB15k-237,best_combination,116,/film/film/music,电影配乐/音乐,many-to-one,head,"(?, /film/film/music, /m/07j8kh)",,/m/07j8kh,/m/01hr1,/m/027x7z5,/m/01hr1,2.0,1.0,1.0,100,100,0.20497,0.21385
FB15k-237,best_combination,116,/film/film/music,电影配乐/音乐,many-to-one,head,"(?, /film/film/music, /m/07v4dm)",,/m/07v4dm,/m/06__m6,/m/0bmhvpr,/m/06__m6,2.0,1.0,1.0,100,100,0.20497,0.21385
FB15k-237,best_combination,84,/film/film/produced_by,电影制片方/制作公司,many-to-one,tail,"(/m/02gpkt, /film/film/produced_by, ?)",/m/02gpkt,,/m/03h40_7,/m/027z0pl,/m/03h40_7,2.0,1.0,1.0,100,100,0.38025,0.3956
FB15k-237,best_combination,84,/film/film/produced_by,电影制片方/制作公司,many-to-one,tail,"(/m/047fjjr, /film/film/produced_by, ?)",/m/047fjjr,,/m/06q8hf,/m/0dqmt0,/m/06q8hf,2.0,1.0,1.0,100,100,0.38025,0.3956
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/02ld6x, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/02ld6x,,/m/03hl6lc,/m/0gq9h,/m/03hl6lc,4.0,1.0,3.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/07ymr5, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/07ymr5,,/m/05p09zm,/m/047byns,/m/05p09zm,4.0,1.0,3.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/01f2q5, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/01f2q5,,/m/01d38g,/m/03t5b6,/m/01d38g,3.0,1.0,2.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/026spg, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/026spg,,/m/01cw7s,/m/02f6ym,/m/01cw7s,3.0,1.0,2.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/06mm1x, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/06mm1x,,/m/0cjcbg,/m/03ccq3s,/m/0cjcbg,3.0,1.0,2.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/09hd16, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/09hd16,,/m/02xcb6n,/m/0gkr9q,/m/02xcb6n,3.0,1.0,2.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/01pk3z, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/01pk3z,,/m/05ztrmj,/m/05zr6wv,/m/05ztrmj,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/01rnxn, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/01rnxn,,/m/0bp_b2,/m/027dtxw,/m/0bp_b2,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/01w7nwm, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/01w7nwm,,/m/01c9dd,/m/02f75t,/m/01c9dd,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/0237fw, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/0237fw,,/m/09qv_s,/m/09cm54,/m/09qv_s,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/026g4l_, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/026g4l_,,/m/01l29r,/m/01lj_c,/m/01l29r,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/02hfp_, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/02hfp_,,/m/03hkv_r,/m/0gr51,/m/03hkv_r,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/03bdm4, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/03bdm4,,/m/0gqy2,/m/0gs9p,/m/0gqy2,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/03h2d4, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/03h2d4,,/m/05ztrmj,/m/09sb52,/m/05ztrmj,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/03m9c8, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/03m9c8,,/m/01l29r,/m/02qkk9_,/m/01l29r,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/03ywyk, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/03ywyk,,/m/0cqhk0,/m/0cjyzs,/m/0cqhk0,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/04m064, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/04m064,,/m/0cqh46,/m/0gqy2,/m/0cqh46,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/06rq2l, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/06rq2l,,/m/07bdd_,/m/05p09zm,/m/07bdd_,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/0b455l, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/0b455l,,/m/0gr51,/m/05b1610,/m/0gr51,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/0c41qv, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/0c41qv,,/m/05p1dby,/m/07bdd_,/m/05p1dby,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/0cwtm, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/0cwtm,,/m/02y_rq5,/m/02ppm4q,/m/02y_rq5,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,19,/award/award_nominee/award_nominations./award/award_nomination/award,被提名者所提名的奖项,many-to-many,tail,"(/m/0lkr7, /award/award_nominee/award_nominations./award/award_nomination/award, ?)",/m/0lkr7,,/m/0f4x7,/m/04kxsb,/m/0f4x7,2.0,1.0,1.0,100,100,0.20622,0.21444
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,tail,"(/m/0bz6sb, /award/award_ceremony/awards_presented./award/award_honor/honored_for, ?)",/m/0bz6sb,,/m/01fx4k,/m/0jzw,/m/01fx4k,5.0,1.0,4.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/01chpn)",,/m/01chpn,/m/02hn5v,/m/050yyb,/m/02hn5v,4.0,1.0,3.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,tail,"(/m/0fk0xk, /award/award_ceremony/awards_presented./award/award_honor/honored_for, ?)",/m/0fk0xk,,/m/0cwy47,/m/0bcndz,/m/0cwy47,3.0,1.0,2.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/015g28)",,/m/015g28,/m/0bxs_d,/m/09q_6t,/m/0bxs_d,3.0,1.0,2.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/0266s9)",,/m/0266s9,/m/07y_p6,/m/03nnm4t,/m/07y_p6,3.0,1.0,2.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,tail,"(/m/0bzknt, /award/award_ceremony/awards_presented./award/award_honor/honored_for, ?)",/m/0bzknt,,/m/0pd64,/m/015ppk,/m/0pd64,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/03hmt9b)",,/m/03hmt9b,/m/04110lv,/m/09gkdln,/m/04110lv,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/06929s)",,/m/06929s,/m/0bq_mx,/m/02pgky2,/m/0bq_mx,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/07s846j)",,/m/07s846j,/m/0fqpc7d,/m/0hr6lkl,/m/0fqpc7d,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/0btpm6)",,/m/0btpm6,/m/04110lv,/m/0clfdj,/m/04110lv,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,颁奖典礼表彰的作品/事项,many-to-many,head,"(?, /award/award_ceremony/awards_presented./award/award_honor/honored_for, /m/0l76z)",,/m/0l76z,/m/09p30_,/m/0gvstc3,/m/09p30_,2.0,1.0,1.0,100,100,0.39314,0.40724
FB15k-237,best_combination,61,/education/educational_institution/colors,教育机构代表颜色,many-to-many,tail,"(/m/01qd_r, /education/educational_institution/colors, ?)",/m/01qd_r,,/m/01l849,/m/083jv,/m/01l849,2.0,1.0,1.0,19,19,0.22118,0.22834
FB15k-237,best_combination,61,/education/educational_institution/colors,教育机构代表颜色,many-to-many,tail,"(/m/07vhb, /education/educational_institution/colors, ?)",/m/07vhb,,/m/01l849,/m/083jv,/m/01l849,2.0,1.0,1.0,20,20,0.22118,0.22834
